,Row,ASIN,TITLE,GROUP,SALES_RANK,TIMES_REVIEWED,TIMES_DOWNLOADED,AVERAGE_RATING,MAIN_CATEGORY,SUB_CATEGORIES
6452,4041,B0000057DT,Mozart - Idomeneo / Rolfe Johnson åá von Otter åá Martinpelto åá McNair åá N. Robson åá Winslade åá EBS åá Gardiner,Music,98156,9,9,4.0,,
6453,4042,B000003GEU,Tenth Anniversary Special Edition,Music,96897,1,1,5.0,,
6454,4043,B000003GEW,Rio After Dark,Music,157129,6,6,4.5,,
6455,4044,B000003GEY,Non-Stop to Brazil,Music,75812,9,9,5.0,,
6456,4045,B0000057DS,"Heinrich Ignaz Franz Biber: Rosenkranz-Sonaten (Rosary Sonatas, AKA Mystery Sonatas) - Musica Antiqua KÌ¦ln",Music,97115,4,4,5.0,,
6457,4046,B000003TDG,that dog.,Music,111147,5,5,5.0,,
6458,4047,B0000057DL,Monteverdi: Vespro Della Beata Vergine,Music,67577,7,7,5.0,,
6459,4048,B00002DDRJ,Deception of the Thrush: A Beginners Guide to ProjeKcts,Music,192600,4,4,4.5,,
6460,4049,B000001JJW,The Slauson Shuffle,Music,350100,0,0,0.0,,
6461,4050,B00000G6I7,7 Year Itch,Music,204773,2,2,4.0,,
6462,4051,B0000057DG,"Bach: St. Matthew Passion / Rolfe Johnson, Bonney, von Otter, Chance, Crook; Gardiner",Music,15727,30,30,4.0,,
6463,4052,B0000047R8,The Classics,Music,19073,2,2,2.5,,
6464,4053,B0000047R5,Legendary Hits,Music,112243,4,4,4.0,,
6465,4054,B0000047R1,Class Reunion: Greatest Hits Of 1979,Music,207584,0,0,0.0,,
6466,4055,B0000047RM,Class Reunion: Greatest Hits Of 1975,Music,166430,1,1,3.0,,
6467,4056,B0000047RN,Class Reunion: Greatest Hits Of 1980,Music,213684,2,2,3.5,,
6468,4057,B0000047RH,"Disco Nights, Vol. 7: DJ Pix",Music,81860,4,4,4.0,,
6469,4058,B0000047RJ,Great Ladies of Jazz [Rebound],Music,57433,4,4,4.5,,
6470,4059,B0000047RD,"Disco Nights, Vol. 9: Motown Dance",Music,11329,5,5,4.0,,
6471,4060,B0000047RG,"Disco Nights, Vol. 8: Dance Floor Hits",Music,33593,5,5,3.0,,
6472,4061,B000054BHG,Nocturnal Mix,Music,399332,0,0,0.0,,
6473,4062,B0000047RX,Ladies Night,Music,82831,5,5,4.5,,
6474,4063,B0000047RQ,Secrets,Music,76190,3,3,5.0,,
6475,4064,B0000047RR,Hollywood Swinging,Music,53611,3,3,5.0,,
6476,4065,B000001858,Dangerous Precedent,Music,233103,1,1,5.0,,
6477,4066,B000054BHC,Mandali,Music,40917,5,5,5.0,,
6478,4067,B00000G6IT,Ministry of Sound-Clubber's Guide to Ibiza,Music,160366,6,6,3.5,,
6479,4068,B000002N0X,Music By Ry Cooder,Music,12292,9,9,3.0,,
6480,4069,B00000G6IS,Dream Your Dream,Music,322483,2,2,4.5,,
6481,4070,B000001SQ1,Horn Quartet of Berlin Philharmonic,Music,321344,2,2,4.5,,
6482,4071,B000002UHY,Happy Holidays to You,Music,116005,3,3,5.0,,
6483,4072,B000002UHX,"High, Low And In Between/Late Great",Music,47542,16,16,4.5,,
6484,4073,B00005QD5M,En Vivo,Music,249335,1,1,5.0,,
6485,4074,B000002UHG,Broken China,Music,15983,16,16,4.0,,
6486,4075,B000002UHE,Marcy Playground,Music,8372,97,96,4.0,,
6487,4076,B000002UHA,"Ultra-Lounge, Vol. 17: Bongo Land",Music,24081,6,6,5.0,,
6488,4077,B00000F1WA,Baby Beluga (Blister),Music,293580,45,45,5.0,,
6489,4078,B00004TWT6,Ritual Ground,Music,41653,3,3,5.0,,
6490,4079,B00005LIXM,Moi Lolita,Music,214851,0,0,0.0,,
6491,4080,B00004TWT1,"Home Grown, Vol. 4",Music,50000,6,6,4.5,,
6492,4081,B000068WXP,DAVE'S TRUE STORY - version 2002,Music,48147,3,3,5.0,,
6493,4082,B00004TWTN,"Frikyiwa Collection, Vol. 1",Music,226543,4,4,4.0,,
6494,4083,B000068WXL,Largo,Music,57235,36,36,3.5,,
6495,4084,B00004TWTK,Soft Breeze & Tsunami Breaks,Music,113541,12,12,4.0,,
6496,4085,B000006XGN,Cool & Collected-Best of,Music,303579,0,0,0.0,,
6497,4086,B000002UH9,"Ultra-Lounge, Vol. 18: Bottoms Up",Music,42994,4,4,4.5,,
6498,4087,B000002UH8,"Ultra-Lounge, Vol. 15: Wild Cool & Swingin' Too",Music,25979,13,13,4.5,,
6499,4088,B000002UH6,"Ultra-Lounge, Vol. 13: TV Town",Music,16090,5,5,4.0,,
6500,4089,B000002UH7,"Ultra-Lounge, Vol. 14: Bossa Novaville",Music,6757,21,21,4.5,,
6501,4090,B00005QD5Z,Rachmaninoff: Symphonic Dances/ Vocalise/ Etudes-tableaux,Music,91994,4,4,5.0,,
6502,4091,B000063TCH,Producer 05: Rarities,Music,115866,1,1,5.0,,
6503,4092,B000005M6V,El Equilibrio de Los Jaguares,Music,43388,28,28,5.0,,
6504,4093,B000005M6X,Serie Platino,Music,168824,1,1,5.0,,
6505,4094,B000005M6Z,Serie Platino,Music,263981,0,0,0.0,,
6506,4095,B000063TCI,Secret Rhythms,Music,106753,2,2,5.0,,
6507,4096,B00004W53A,"Punk Uprisings, Vol. 1",Music,314919,0,0,0.0,,
6508,4097,B00005QD5W,Pickin' on Faith Hill: The Nashville Tribute,Music,222520,1,1,5.0,,
6509,4098,B00002SWMA,Live: Entertainment or Death,Music,149625,39,39,4.0,,
6510,4099,B00005QD5V,The Definitive Bluegrass Collection,Music,237278,0,0,0.0,,
6511,4100,B000005HDI,The Soothsayer,Music,40351,6,6,4.0,,
6512,4101,B00005NT2K,Burnin' Grooves,Music,122430,3,3,4.5,,
6513,4102,B00000ARH9,Alles Gute,Music,339652,0,0,0.0,,
6514,4103,B00004W530,Don't Back Down,Music,63769,5,5,5.0,,
6515,4104,B00004W533,Anthem for a New Tomorrow,Music,160110,16,16,4.5,,
6516,4105,B00004W534,Boogada Boogada Boogada,Music,133245,22,22,4.5,,
6517,4106,B00004W537,My Brain Hurts,Music,132756,8,8,5.0,,
6518,4107,B000006XGV,Live at the Palladium,Music,229416,8,8,4.5,,
6519,4108,B00005YHZG,"Don't Let the Sun Go Down On Me: The Elton John Story, Vol. 2",Music,224770,0,0,0.0,,
6520,4109,B00005J7VV,Days Go By,Music,79484,27,27,4.5,,
6521,4110,B00005J7VJ,Tourist [Limited Edition],Music,66770,113,113,4.5,,
6522,4111,B00007GBW5,Talk To Me Nice,Music,149631,3,3,4.5,,
6523,4112,B000066TUD,Before the Moon,Music,115698,2,2,3.5,,
6524,4113,B000066TUB,Lords Prayer II,Music,60811,1,1,5.0,,
6525,4114,B00005AYEK,"Busoni: Piano Music, Vol. 1",Music,186836,0,0,0.0,,
6526,4115,B000002YAG,Best of Kris Kristofferson,Music,169783,2,2,5.0,,
6527,4116,B00005AYEX,The Shrine: Afrodigital-Future Sounds From...,Music,258982,0,0,0.0,,
6528,4117,B00005AYEF,Mozart: Don Giovanni,Music,123720,3,3,5.0,,
6529,4118,B00005AYEY,Navigation: The OMD B-Sides,Music,9041,7,7,4.5,,
6530,4119,B000067UCU,Movements [UK Bonus Tracks],Music,217607,2,2,5.0,,
6531,4120,B00005Y1TZ,The Sting,Music,73491,15,15,4.0,,
6532,4121,B00005YVY5,Arzachel,Music,79566,3,3,4.5,,
6533,4122,B00004Y9ZC,Acoustic Christmas,Music,359365,1,1,3.0,,
6534,4123,B0000057D5,Bach - Christmas Oratorio / Gardiner,Music,27258,11,11,4.0,,
6535,4124,B000003S7N,Remedies,Music,41915,0,0,0.0,,
6536,4125,B00003L657,COMING HOME AGAIN,Music,227627,0,0,0.0,,
6537,4126,B00004S63C,Diamonds Are a Girl's Best Friend [Single],Music,140894,1,1,5.0,,
6538,4127,B00002SSOW,Best of Bulat Okudzawa,Music,257447,0,0,0.0,,
6539,4128,B00002SSOQ,Dynamite,Music,254184,0,0,0.0,,
6540,4129,B00002SSOS,"Thracian Rhapsody: New Wedding Music of Bulgaria, Vol. 1",Music,228286,2,2,4.5,,
6541,4130,B00005NYF9,Fallin' [Germany CD],Music,108044,9,9,4.0,,
6542,4131,B00000JBAP,I Ain't The Fool,Music,452263,0,0,0.0,,
6543,4132,B00002SSON,Hard Daze,Music,181487,2,2,4.0,,
6544,4133,B000055Z9Y,Born to Do It (+4 Bonus Tracks),Music,61554,24,24,5.0,,
6545,4134,B000005ORB,"DJ Techno Mix, Vol. 1",Music,342197,2,2,5.0,,
6546,4135,B000005ORX,"Sweat Mix, Vol. 1",Music,364473,2,2,4.0,,
6547,4136,B000005ORW,"Sweat Mix, Vol. 1",Music,127116,2,2,4.0,,
6548,4137,B00004YS2Q,Private Revolution,Music,87894,4,4,4.5,,
6549,4138,B000002W0O,Soul In The Hole: Original Music From And Inspired By The Motion Picture,Music,119693,3,3,5.0,,
6550,4139,B00004YS2L,Bang,Music,88368,4,4,4.5,,
6551,4140,B00004YS22,Maximum Radiohead,Music,181499,1,1,4.0,,
6552,4141,B000002W0X,Thirty Seconds Over Winterland,Music,61998,10,10,4.0,,
6553,4142,B000002W0Z,John Denver's Greatest Hits,Music,24739,55,55,4.5,,
6554,4143,B00005NVWC,Travelling the Sacred Sound Current: Divine Chants & Sacred Tones for Healing & Meditation,Music,1721,12,12,4.5,,
6555,4144,B00000JD1O,Happy to Be [Bonus Tracks],Music,181411,3,3,5.0,,
6556,4145,B00005MK1Y,Lovely Hula Hands,Music,77305,0,0,0.0,,
6557,4146,B00004SAX2,20th Century Masters: The Millennium Collection,Music,55972,12,12,5.0,,
6558,4147,B00005MK1D,Go Hawkeyes: Iowa's Greatest Hits,Music,221974,0,0,0.0,,
6559,4148,B00005MK1A,Killa Valley: Moment Of Impakt,Music,116427,4,4,4.5,,
6560,4149,B000062WRH,Milagreiro,Music,53988,0,0,0.0,,
6561,4150,B00005MK1O,Good Charlotte [Bonus Tracks],Music,6243,272,270,4.0,,
6562,4151,B00005MK1J,Pipe Wrench: Flute,Music,494314,0,0,0.0,,
6563,4152,B00005MK1H,Richard Rodgers - Greatest Hits,Music,38930,0,0,0.0,,
6564,4153,B000058BH0,Bruckner: Symphonie No. 5,Music,97742,9,9,4.5,,
6565,4154,B0000001G7,The Many Sounds of Steve Jordan,Music,181637,2,2,5.0,,
6566,4155,B00000JD1Q,Man of the World,Music,136029,2,2,5.0,,
6567,4156,B000009OU2,For the End of Time,Music,154236,1,1,5.0,,
6568,4157,B000068P7B,Almighty,Music,508819,0,0,0.0,,
6569,4158,B0000001GP,Louisiana Blues And Zydeco,Music,172322,1,1,5.0,,
6570,4159,B00005QD51,"The Best of Mary Black, Vol. 2",Music,41709,6,6,4.0,,
6571,4160,B0000001GD,Parlez Nous a Boire & More,Music,140113,1,1,5.0,,
6572,4161,B0000030CU,Cecil Taylor Unit,Music,185734,2,2,5.0,,
6573,4162,B00004SYBH,If You Could See Me Now,Music,183923,14,14,4.5,,
6574,4163,B00000DR7E,Heartbeat,Music,119493,8,8,5.0,,
6575,4164,B00004SYBI,All Hart: Songs of Lorenz Hart,Music,260569,1,1,5.0,,
6576,4165,B00000DR7Y,Moonstruck (1987 Film),Music,10550,7,7,4.5,,
6577,4166,B0000026NW,Frederic Chopin: Scherzos & Mazurkas,Music,153378,0,0,0.0,,
6578,4167,B000009OU9,"Puccini: Turandot (Highlights) / Mehta, Sutherland",Music,76923,3,3,4.5,,
6579,4168,B00004SYBS,Lo Nuestro Y Lo Mejor [2000],Music,162261,1,1,5.0,,
6580,4169,B00004SYBW,Entre Tus Brazos,Music,35827,29,29,4.5,,
6581,4170,B00000DR7P,Souvlaki,Music,25719,58,58,5.0,,
6582,4171,B0000026NS,Dvorak: Piano Trios,Music,16609,2,2,4.5,,
6583,4172,B000002XLF,I Can't Give You Anything But Love,Music,298490,0,0,0.0,,
6584,4173,B000002XLB,"Dynamite Ska, Vol. 2",Music,361848,0,0,0.0,,
6585,4174,B000002XLD,Space Fever,Music,373688,1,1,5.0,,
6586,4175,B000002XL5,How Sweet,Music,396513,0,0,0.0,,
6587,4176,B000001V6S,Italian Mandoline 2,Music,9280,6,6,4.5,,
6588,4177,B000002XL9,"Dynamite Ska, Vol. 1",Music,356063,0,0,0.0,,
6589,4178,B000001V6I,Gregorian Chants: Advent & Christmas,Music,114595,3,3,3.0,,
6590,4179,B000001V6G,2 Pianos in Italy,Music,51599,0,0,0.0,,
6591,4180,B000001V6B,The Christmas Album,Music,158420,2,2,4.5,,
6592,4181,B000001V6F,Christmas With the Vienna Boys Choir,Music,89857,4,4,5.0,,
6593,4182,B000001V6E,Messiah Highlights,Music,294988,3,3,3.0,,
6594,4183,B00004TM19,The Return of Wayne Douglas,Music,90961,7,7,5.0,,
6595,4184,B00004TM12,Silence Is Sexy,Music,112609,19,19,4.5,,
6596,4185,B00004TM11,Samhain [Box Set],Music,94362,33,33,4.5,,
6597,4186,B00004TM10,"World Warped, Vol. 3: Live",Music,79419,7,7,4.5,,
6598,4187,B000068QEP,Russian Roulette,Music,143077,3,3,2.5,,
6599,4188,B00004TM1Y,Industry Shakedown,Music,54325,25,25,4.5,,
6600,4189,B00004TM1I,Down to the Promised Land: 5 Years of Bloodshot Records,Music,55660,12,12,4.5,,
6601,4190,B00004TM1M,Painter's Spring,Music,116132,5,5,4.5,,
6602,4191,B00004TM1W,Another Joyous Occasion,Music,88651,19,19,4.0,,
6603,4192,B00004TM1F,Kaleidoscope Superior,Music,25318,44,44,4.5,,
6604,4193,B00004TM1A,Undeceived,Music,17105,81,80,4.5,,
6605,4194,B000068QEO,Old Loves Die Hard,Music,98175,2,2,5.0,,
6606,4195,B000068QEM,Illusions on a Double Dimple [Bonus Tracks],Music,52278,11,11,4.5,,
6607,4196,B0000300JU,"Street Vibes, Vol. 4",Music,452580,0,0,0.0,,
6608,4197,B0000300JO,Wake the Vaulted Echoes,Music,281433,2,2,5.0,,
6609,4198,B0000300JK,Michel Colombier,Music,187184,4,4,5.0,,
6610,4199,B00008WF6V,Amazing Love - Hillsongs,Music,110131,0,0,0.0,,
6611,4200,B00008WF6Q,Days of Elijah - Songs of Worship and Intercession,Music,184728,0,0,0.0,,
6612,4201,B00008WF6X,Roots,Music,170741,4,4,5.0,,
6613,4202,B000000CTE,Best of,Music,91687,6,6,4.0,,
6614,4203,B00006FIBS,"Family Affair, Vol. 2: Live at Radio City Music Hall",Music,32139,30,30,4.0,,
6615,4204,B00000DFDL,Halloween Night,Music,242980,2,2,3.5,,
6616,4205,B00006FIBX,G-Force,Music,26755,0,0,0.0,,
6617,4206,B00004NRU4,Tripping Daisy,Music,118327,0,0,0.0,,
6618,4207,B000000CTU,Frankie Valli & Four Seasons - 20 Greatest Hits-Live,Music,59712,11,11,4.5,,
6619,4208,B00004TERA,Chris Sparks,Music,107030,5,5,5.0,,
6620,4209,B00004XSJC,Wagner: Siegfried (abridged),Music,278936,2,2,5.0,,
6621,4210,B000000YUW,In the Bag,Music,268034,0,0,0.0,,
6622,4211,B000007WGY,H,Music,421301,0,0,0.0,,
6623,4212,B000007WGA,Luminous Basement,Music,280140,5,5,5.0,,
6624,4213,B000007WGO,Eighties Mix [Import],Music,167106,5,5,5.0,,
6625,4214,B00000DFDX,Ende Neu,Music,125863,13,13,4.5,,
6626,4215,B000007WGI,Middle of the Road - Greatest Hits,Music,125335,0,0,0.0,,
6627,4216,B000007WGH,Queen of Chinatown,Music,139723,2,2,5.0,,
6628,4217,B00005B6VY,Trayecto,Music,425377,0,0,0.0,,
6629,4218,B000001HJ3,Lady Day's 25 Greatest: 1933-1944,Music,146036,2,2,5.0,,
6630,4219,B000001HJ2,Jeep's Blues,Music,249897,1,1,3.0,,
6631,4220,B000001HJ5,Hits of '33,Music,52367,1,1,3.0,,
6632,4221,B000006OBR,Francis Albert Sinatra & Antonio Carlos Jobim,Music,1093,91,91,4.5,,
6633,4222,B000006OBQ,Sinatra at the Sands,Music,3224,91,91,5.0,,
6634,4223,B000006OBP,September of My Years,Music,25230,31,31,5.0,,
6635,4224,B0000087NB,Twilight in Olympus,Music,222533,14,14,4.5,,
6636,4225,B00004UEBQ,Central Nervous System,Music,335959,3,3,5.0,,
6637,4226,B000006OBO,Ring-a-Ding Ding!,Music,27082,20,20,5.0,,
6638,4227,B000006OB9,The Best of Stevie B [1998],Music,8597,20,20,5.0,,
6639,4228,B000001QM3,Super Bass,Music,613088,1,1,5.0,,
6640,4229,B000006OB2,Dog Years,Music,32622,16,16,4.5,,
6641,4230,B000006OB7,One Heart at a Time [CD5/Cassette Single],Music,227086,9,9,5.0,,
6642,4231,B000006OB0,Never Say Never,Music,5878,384,384,4.5,,
6643,4232,B000006OB6,Marc Ribot Y Los Cubanos Postizos,Music,32177,17,17,4.5,,
6644,4233,B000006OB4,Dr. Dolittle (1998 Film),Music,22067,44,44,4.5,,
6645,4234,B000001HJA,Back in the Saddle Again: 25 Cowboy Classics,Music,11248,5,5,5.0,,
6646,4235,B000001HJC,Hits of '31,Music,216880,0,0,0.0,,
6647,4236,B000008HSL,When the Night Is Over,Music,180049,7,7,3.5,,
6648,4237,B000001HJL,Lo! Here the Gentle Lark: 25 Songs & Arias,Music,131980,0,0,0.0,,
6649,4238,B000001HJP,The Eddy Duchin Story: 1933-38 Original Mono Recordings,Music,53355,3,3,4.5,,
6650,4239,B00000K54O,Alternesia,Music,256759,2,2,5.0,,
6651,4240,B000002XIU,Bullfight,Music,220096,1,1,5.0,,
6652,4241,B000068D20,Veggie Tales: Silly Songs With Larry,Music,562753,0,0,0.0,,
6653,4242,B00005J9WU,The Anomaly,Music,45958,11,11,4.5,,
6654,4243,B000000EHY,Joan Baez/5,Music,155904,8,8,5.0,,
6655,4244,B00004S4PJ,PasiÌ_n,Music,35937,8,8,4.0,,
6656,4245,B00006F2N7,The Very Best of Cesaria Evora,Music,3997,7,7,4.5,,
6657,4246,B000000EHV,Northern Journey,Music,119216,9,9,4.5,,
6658,4247,B000000EHK,"The Weavers at Carnegie Hall, Vol. 2",Music,62154,3,3,5.0,,
6659,4248,B000000EHM,Christmas Spirituals,Music,61176,5,5,5.0,,
6660,4249,B00005K2YV,Masses,Music,98491,6,6,4.5,,
6661,4250,B000000EHN,Christmas Spirituals,Music,636044,5,5,5.0,,
6662,4251,B000000EHH,Wildwood Pickin',Music,4520,7,7,5.0,,
6663,4252,B000000TA4,Gorilla Biscuits,Music,40486,8,8,5.0,,
6664,4253,B000000TAW,No Spiritual Surrender,Music,29876,16,16,4.5,,
6665,4254,B000002LAC,Trio,Music,1074,32,32,5.0,,
6666,4255,B000000TAU,Quicksand,Music,80632,6,6,5.0,,
6667,4256,B00000FY1J,Sing-a-Long,Music,217060,1,1,4.0,,
6668,4257,B000000TAL,Start Today,Music,43493,17,17,4.5,,
6669,4258,B000000EH0,Old Time Music,Music,115797,2,2,5.0,,
6670,4259,B000056NLO,House of Bamboo,Music,311324,1,1,5.0,,
6671,4260,B00004S4P9,Ecstasy,Music,94927,60,60,4.0,,
6672,4261,B000002LAK,Bouncing Off The Satellites,Music,35305,23,23,4.0,,
6673,4262,B00005YC79,Wprld's Greatest Jazz Concert 2,Music,418480,0,0,0.0,,
6674,4263,B00003ZAIB,Snoop Dogg Presents Tha Eastsidaz,Music,93653,74,74,4.0,,
6675,4264,B00003ZAIM,Eastern Legend,Music,358283,3,3,4.5,,
6676,4265,B00003ZAIW,Lord Gives Lord Takes,Music,609933,0,0,0.0,,
6677,4266,B00000JGYR,Stockholm,Music,370816,2,2,4.5,,
6678,4267,B00004TYZS,Jools & Brian,Music,253367,0,0,0.0,,
6679,4268,B00004TYZO,Divine Rites,Music,204891,0,0,0.0,,
6680,4269,B0000659O9,Shock,Music,142044,0,0,0.0,,
6681,4270,B00003ZAI1,Summer Rain,Music,314714,2,2,4.5,,
6682,4271,B000031W8Y,The Slim Shady LP (Limited Edition),Music,106530,1030,1030,4.0,,
6683,4272,B0000007G9,Poulenc: Trio; Britten: Metamorphoses Op49,Music,76021,1,1,5.0,,
6684,4273,B00004NRQ5,Bored in the USA,Music,14257,8,8,4.5,,
6685,4274,B000005SL3,El Hombre Extrano,Music,199691,7,7,3.0,,
6686,4275,B000005SL4,Criolla Garabali,Music,422894,2,2,2.5,,
6687,4276,B000005SL8,Vestido de Vida,Music,149106,1,1,5.0,,
6688,4277,B00005YO7Z,Frente a Frente: Las Voces Del Corrido,Music,414805,0,0,0.0,,
6689,4278,B000005SLK,Sings Jobim & Moraes,Music,259095,2,2,5.0,,
6690,4279,B000007TMN,Industrial Lullaby,Music,163635,4,4,5.0,,
6691,4280,B000007TMI,Music of Elton John,Music,327442,0,0,0.0,,
6692,4281,B00005LK20,Actual Size [Bonus Track],Music,142912,6,6,4.0,,
6693,4282,B00005AWKM,Cast Your Fate to the Wind [St. Clair],Music,188467,0,0,0.0,,
6694,4283,B00005AWKB,At Her Best,Music,313970,0,0,0.0,,
6695,4284,B00005AWKG,Renaissance: Desire,Music,102702,39,39,4.0,,
6696,4285,B00005AWKZ,"The Very Best of Irish Folk, Vol. 1",Music,590610,0,0,0.0,,
6697,4286,B00005AWKQ,"Folk Legends, Vol. 1",Music,550598,0,0,0.0,,
6698,4287,B000003S12,U.K.,Music,14933,42,42,4.5,,
6699,4288,B00005AWK6,Poets & Madmen,Music,50850,40,40,4.0,,
6700,4289,B00000B98T,"CafÌ© del Mar, Vol. 5",Music,5746,38,38,4.5,,
6701,4290,B00005QXGO,Top 25 Christmas Songs,Music,266561,0,0,0.0,,
6702,4291,B00005QXGQ,Together at the Bluebird CafÌ©,Music,31604,21,21,4.0,,
6703,4292,B00002DF33,Rimsky-Korsakov: Legend of the Invisible City of Kitezh,Music,145094,6,6,4.0,,
6704,4293,B000003Y7Z,Automatic Writing,Music,108990,2,2,5.0,,
6705,4294,B000003Y70,Blue Peach,Music,309768,0,0,0.0,,
6706,4295,B00000I7YP,Sun Song,Music,403169,4,4,4.5,,
6707,4296,B00005R0RB,Soft Samba,Music,362115,5,5,5.0,,
6708,4297,B00005UT6R,The Persuasions Sing the Beatles,Music,102934,6,6,4.5,,
6709,4298,B00005UT6M,"Get the Party Started, Pt. 2 [German CD]",Music,246206,0,0,0.0,,
6710,4299,B00005QY5Y,Gold,Music,4961,131,131,4.0,,
6711,4300,B0000026SI,Ivory,Music,126601,8,8,5.0,,
6712,4301,B000006X5H,Greetings from L.A.,Music,61845,12,12,5.0,,
6713,4302,B00005QY56,Christmas Legends,Music,362434,1,1,4.0,,
6714,4303,B000006052,Trust,Music,99077,4,4,5.0,,
6715,4304,B0000002D4,Whiskey Before Breakfast,Music,38991,12,12,5.0,,
6716,4305,B000028DCL,Easy Money,Music,297954,1,1,5.0,,
6717,4306,B00006LFC8,Mantra Girl,Music,41539,9,9,4.0,,
6718,4307,B00004WK8Q,Area Code 615/A Trip in the Country,Music,126632,6,6,5.0,,
6719,4308,B00004WK8P,Comin' Right at Ya/Texas Gold,Music,98480,3,3,4.5,,
6720,4309,B00005NX0D,Between You & Us,Music,112365,2,2,2.5,,
6721,4310,B00004U8XW,Tenebre: The Complete Original Motion Picture Sound Track,Music,62271,3,3,4.5,,
6722,4311,B0000011H3,Monkey Ska,Music,392952,1,1,4.0,,
6723,4312,B00005O51C,Tk Plays Million Works,Music,593618,0,0,0.0,,
6724,4313,B0000002DU,Lady's Fancy,Music,81354,2,2,5.0,,
6725,4314,B00006LFCB,Euphony,Music,106752,1,1,4.0,,
6726,4315,B00004WK84,Way Out West,Music,97866,5,5,5.0,,
6727,4316,B0000002DM,Manzanita,Music,35795,15,15,5.0,,
6728,4317,B000006R95,#1 Hits: The British Invasion,Music,594190,3,3,2.5,,
6729,4318,B000006R94,Number One Hits: British Invasion,Music,281465,3,3,2.5,,
6730,4319,B000008U6Q,Lightnin' Hopkins 1947-1969,Music,100966,2,2,5.0,,
6731,4320,B00004SG4N,The Greatest Brass Collection,Music,43478,0,0,0.0,,
6732,4321,B00006LSOG,Back in the U.S. Live 2002,Music,4645,195,195,4.0,,
6733,4322,B00000JLL0,Down Came an Angel,Music,131953,3,3,5.0,,
6734,4323,B000002F6Y,Exitos de Oro,Music,192215,1,1,5.0,,
6735,4324,B00006J3TO,Smoke 'n' Breu,Music,57278,5,5,4.0,,
6736,4325,B00006J3TS,Sketches of Satie,Music,113137,4,4,5.0,,
6737,4326,B000006X59,Best of Jungle Massive,Music,223698,5,5,4.5,,
6738,4327,B00006J3TQ,Till We Have Faces [Inside Out],Music,268001,1,1,3.0,,
6739,4328,B00006LSOK,Complices Al Rescate: El Gran Final,Music,106651,4,4,5.0,,
6740,4329,B000051Y04,"Don't Worry, Be Happy",Music,204553,6,6,4.5,,
6741,4330,B00006J3T5,Hangtime,Music,119181,3,3,4.5,,
6742,4331,B00006J3T4,The Ragpicker's Dream,Music,705,85,85,4.5,,
6743,4332,B00006589J,Towards the Wind,Music,149224,3,3,4.5,,
6744,4333,B000001G0U,Yes I Am,Music,2086,43,43,4.5,,
6745,4334,B000092Q7E,Ultimate Broadway II: The Very Best of Broadway Now,Music,74674,2,2,2.5,,
6746,4335,B000001G0Q,Brian McKnight,Music,30113,28,28,5.0,,
6747,4336,B000001G0Z,U-Neek,Music,152527,3,3,4.0,,
6748,4337,B000001G0E,A Wolf in Sheep's Clothing,Music,28599,33,33,4.5,,
6749,4338,B000001G0L,Dedication: The Very Best of Thin Lizzy,Music,8496,32,32,4.0,,
6750,4339,B000001G0I,Peggy Suicide,Music,105103,8,8,5.0,,
6751,4340,B000068327,Missa Mexicana,Music,56019,11,11,4.5,,
6752,4341,B000025JVD,Best of Commitments,Music,19727,2,2,4.0,,
6753,4342,B000025JVE,Victims of the Future,Music,65235,14,14,4.5,,
6754,4343,B00000JWKD,Spread Ya Hustle,Music,134685,1,1,5.0,,
6755,4344,B00004VWX4,At His Very Best,Music,459220,1,1,1.0,,
6756,4345,B000006TTL,Bitter Sweet Symphony #1,Music,164589,2,2,4.5,,
6757,4346,B00005Q6F2,Let's Go to Work,Music,22631,3,3,4.5,,
6758,4347,B00005Q6FX,Devil's Rag: The Saxophone in 12 Pieces,Music,323078,0,0,0.0,,
6759,4348,B00005Q6FY,French Baroque Music,Music,120883,0,0,0.0,,
6760,4349,B00000AGJ9,"Pasado, Pasado",Music,608140,1,1,5.0,,
6761,4350,B000034CZI,The End of the Affair: Original Motion Picture Soundtrack (1999 Film),Music,82528,13,13,3.5,,
6762,4351,B0000541EV,Not From Around Here,Music,341505,0,0,0.0,,
6763,4352,B00004TFQ9,Smash Hits,Music,194342,5,5,4.5,,
6764,4353,B00004TFQ8,Separation Anxieties,Music,136580,0,0,0.0,,
6765,4354,B00004TFQ2,Skin,Music,377347,0,0,0.0,,
6766,4355,B00004TFQ6,Flamboyant [CD/Cassette],Music,225190,1,1,5.0,,
6767,4356,B000086B8X,Microphone Music,Music,82723,5,5,5.0,,
6768,4357,B00005KKBN,Africa's Reggae King,Music,39511,2,2,5.0,,
6769,4358,B00005KKB1,"Earth, Vol. 5",Music,168706,2,2,5.0,,
6770,4359,B00004TFQB,The Little Black Book,Music,274581,4,4,4.5,,
6771,4360,B00000896O,Terry's CafÌ©,Music,341459,1,1,5.0,,
6772,4361,B000003CTK,Debussy: Quartet In G; Ravel: Quartet In F,Music,207422,0,0,0.0,,
6773,4362,B00000B47N,Actual Fantasy,Music,160179,5,5,4.0,,
6774,4363,B00004KD1Z,Get the Horn,Music,325157,2,2,4.5,,
6775,4364,B00004Y9YY,La Roca II,Music,134764,0,0,0.0,,
6776,4365,B00004KD1X,The Definitive Collection,Music,17788,8,8,4.5,,
6777,4366,B00004KD1B,H2O,Music,125656,1,1,5.0,,
